StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q3_7,Q3_8,Q3_9,Q3_10,Q3_17,Q3_11,Q3_12,Q3_13,Q3_14,Q3_15,Q3_16,Q3_16_TEXT,Q4_4,Q4_5,Q4_6,Q4_7,Q4_14,Q4_8,Q4_9,Q4_10,Q4_11,Q4_12,Q4_13,Q4_13_TEXT,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_8_TEXT,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q11_17,Q11_18,Q11_19,Q11_20,Q11_21,Q11_6,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q15_28,Q15_29,Q15_30,Q15_31,Q15_32,Q16,Q17,Q18,Path1-LaborVisibility_DO_Q28,Path1-LaborVisibility_DO_Q13,Path1-LaborVisibility_DO_Q12,Path1-LaborVisibility_DO_Q11
2022-01-27 22:18:54,2022-01-27 22:23:22,IP Address,100,268,True,2022-01-27 22:23:22,R_21z8hYTRUTQLWS9,anonymous,EN,Hardware,,,,Libraries,,Applications,,,,,,,Business & productivity applications,Communication technologies,,Education,Entertainment,,,,Software infrastructure,,,,,3 - Some of them,,,,,,3 - Some of them,,,,Automated metrics (e.g. GitHub Contributors),Project membership (e.g. GitHub Organizations),"Project documentation (e.g. acknowledgements lists, release notes)",,"Social media (e.g. Twitter, Facebook)",,,,,,,,3 - Neither satisfied nor dissatisfied,,,,,3 - Sometimes,,,,,,3 - Sometimes,,,,,,3 - Sometimes,,,,,,3 - Neither satisfied nor dissatisfied,,,,,3 - Moderately important,,,plain text on search engine index web page in a human readable and pleasant to read format,"manual work so things often lost or minimized ","My open source license is important to me, in my source, compiled and non-source contributes like images/pictures",1,2,3,4
2022-01-28 01:18:47,2022-01-28 01:30:22,IP Address,100,695,True,2022-01-28 01:30:23,R_1H795MwrslXhTVK,anonymous,EN,,,,,,,Applications,,,Web-related,,,Browsers,Business & productivity applications,,Content management,,,,,,,,,,,3 - Some of them,,,,,2 - Few of them,,,,,Automated metrics (e.g. GitHub Contributors),Project membership (e.g. GitHub Organizations),"Project documentation (e.g. acknowledgements lists, release notes)","Standardized tools (e.g. All Contributors, CRediT)",,,"Presentations (e.g. talks, conferences)",,,,,,3 - Neither satisfied nor dissatisfied,,,,,3 - Sometimes,,,,,,,4 - Often,,,,,,4 - Often,,,,,3 - Neither satisfied nor dissatisfied,,,,,3 - Moderately important,,,encouraged others to do contributions by socialising my contributions,processes of decision making in the oss many of my contributions go nowhere and get reverted,Contributing contentious kind of work (design and Product management) is hard and very hostile at worst,1,2,3,4
2022-01-28 22:08:19,2022-01-28 22:10:42,IP Address,100,142,True,2022-01-28 22:10:42,R_1LjaP6glhhxpW4N,anonymous,EN,,,,,,,Applications,,,,,,,,,Content management,,,,,,,,,,,3 - Some of them,,,,,,3 - Some of them,,,,,,"Project documentation (e.g. acknowledgements lists, release notes)",,"Social media (e.g. Twitter, Facebook)","Blogs (e.g. Medium, personal websites)","Presentations (e.g. talks, conferences)",,,,,,,4 - Satisfied,,,,,4 - Often,,,,,,4 - Often,,,,,,4 - Often,,,,,3 - Neither satisfied nor dissatisfied,,,,,3 - Moderately important,,,Direct thanks,Sustained encouragements,,1,2,3,4
2022-01-29 07:25:00,2022-01-29 07:26:52,IP Address,100,111,True,2022-01-29 07:26:52,R_1f1xOB03na24oh7,anonymous,EN,,,,Frameworks,Libraries,Packages,Applications,,,Web-related,,,Browsers,Business & productivity applications,,Content management,Education,,,,,Software infrastructure,,,,,,4 - Most of them,,,,,,4 - Most of them,,,Automated metrics (e.g. GitHub Contributors),,"Project documentation (e.g. acknowledgements lists, release notes)",,,,,,,,,,,4 - Satisfied,,,,,4 - Often,,,,,,4 - Often,,,,,3 - Sometimes,,,,,,,4 - Satisfied,,,,3 - Moderately important,,,,,,1,2,3,4
2022-01-29 10:02:10,2022-01-29 10:16:24,IP Address,100,854,True,2022-01-29 10:16:24,R_241bUenN2KU5PWC,anonymous,EN,,,,Frameworks,Libraries,Packages,Applications,Data science,Scripts,,,,,,,,Education,,,,Scientific research,Software infrastructure,,,,,,4 - Most of them,,,,,,4 - Most of them,,,Automated metrics (e.g. GitHub Contributors),Project membership (e.g. GitHub Organizations),"Project documentation (e.g. acknowledgements lists, release notes)",,,"Blogs (e.g. Medium, personal websites)","Presentations (e.g. talks, conferences)",,,,,,,4 - Satisfied,,,,,,5 - Always,,,,,,5 - Always,,,,3 - Sometimes,,,,,,3 - Neither satisfied nor dissatisfied,,,,,,,5 - Extremely important,"I appreciated the fact that the project was a welcoming environment, I was able to step in, actively carve out an area where I could contribute, and start contributing. My name was added in feature roadmaps, as part of the GitHub contributors list, etc.","There are 2 things:
1. In my experience, open-source projects range beyond code and can also include creation and release of educational material to the public. In some of these scenarios where your role is not just creating a PR with code contributions, I sometimes felt a pressure to keep up and make sure my role was still useful to the team. 

In a 2/3/more people team, it was hard to identify accountability - some team members would take all the credit for a task, so it was important for me to pipe up and keep clearly stating my contributions.

2. In my experience, I have either had to withdraw my contributions after some time with the project to focus on my full-time work or the project gradually closed down. As expected, this does diminish the efforts I+others put into the foundation of the work as the project grows on, and is eventually at its end-of-life.","On the question from the previous page on how contributions for tracking for the project (GitHub, documentation, …): I found myself naturally ranking these on what tracking method meant more to me in terms of “credit”. E.g., to me “GitHub contributors” is often an automatic byproduct and in my experience, does not imply that the open-source organization is directly recognizing your efforts but it is a tangible way of keeping track of contributions for a long time (appears on your profile). So in some scenarios, we might value one over the other - I thought this might be worth considering for your research. 

Thank you for the great survey! It’s been a while since I’ve thought of my contributions to open-source - through this survey, I recognize the primary motivator of (others and my) open-source contributions is to do good to the community without many expectations. Credit reinforces the need to help and is a part of the picture some may see as non-essential, while others see as worth it.",1,2,3,4
2022-01-29 11:54:53,2022-01-29 11:59:02,IP Address,100,249,True,2022-01-29 11:59:03,R_290OFGHWvgxd1Xi,anonymous,EN,,,,,,,,,,,Something else,Community Metrics,,,,,,,,,,,Something else,Project Health,,,,4 - Most of them,,,,,,4 - Most of them,,,,Project membership (e.g. GitHub Organizations),"Project documentation (e.g. acknowledgements lists, release notes)",,"Social media (e.g. Twitter, Facebook)","Blogs (e.g. Medium, personal websites)","Presentations (e.g. talks, conferences)",,,,,,,,5 - Extremely satisfied,,,,4 - Often,,,,2 - Rarely,,,,,,2 - Rarely,,,,,,,,,5 - Extremely satisfied,,,,4 - Very important,,"Shout outs in community calls, Slack, emails, conference presentations, podcast. Inviting to be guest on podcast, co-present at a conference, write a blog post.",? Don't know,no,1,2,3,4
2022-01-30 22:53:54,2022-01-31 04:28:50,IP Address,100,20096,True,2022-01-31 04:28:50,R_3dETgXk5QktC5PJ,anonymous,EN,Hardware,Operating systems,,Frameworks,Libraries,Packages,Applications,Data science,,Web-related,,,,,Communication technologies,Content management,Education,Entertainment,,,Scientific research,Software infrastructure,,,,,,,,I'm not sure,,,,,,I’m not sure,Automated metrics (e.g. GitHub Contributors),,"Project documentation (e.g. acknowledgements lists, release notes)",,,,,,,,,,,4 - Satisfied,,,,,,,I'm not sure,,,,,,I'm not sure,1 - Never,,,,,,,,,4 - Satisfied,,,2 - Slightly important,,,,Anything works well.,"Non-commit contributions are hard to credit. PR reviewer are not credited enough. Credits just don't help to see how much damn effort it takes to repeat and test that other had done and be polite with them. If people just could see it, it can change this mess.","Credits are good. But at some point you realize that while you're being credited and such, you live with parents, and barely make $150 a month to compensate them your living costs. Because by contributing to OSS and getting credit you're in a reward loop that makes all proprietary work look like slavery under a mighty boss.",1,2,3,4
2022-02-01 15:05:18,2022-02-01 15:11:09,IP Address,100,351,True,2022-02-01 15:11:10,R_2v85PyfLoOpp2eG,anonymous,EN,Hardware,,,,Libraries,,,Data science,,,,,,,,,Education,,Manufacturing,,,Software infrastructure,,,,,,4 - Most of them,,,,,,4 - Most of them,,,Automated metrics (e.g. GitHub Contributors),Project membership (e.g. GitHub Organizations),"Project documentation (e.g. acknowledgements lists, release notes)",,"Social media (e.g. Twitter, Facebook)","Blogs (e.g. Medium, personal websites)","Presentations (e.g. talks, conferences)",,,,,,,4 - Satisfied,,,,,,5 - Always,,,,,,5 - Always,,1 - Never,,,,,,,,,4 - Satisfied,,,,3 - Moderately important,,,"Proper attribution of what was performed, and why it was helpful.",Sometimes people from other projects completely mangled attributions for our team.,"GitHub, Twitter, StackOverflow, LinkedIn, Medium – these are the primary points of attribution, along with the tech conferences such as PyData Global.",1,4,3,2
2022-02-01 15:28:54,2022-02-01 15:30:40,IP Address,100,105,True,2022-02-01 15:30:40,R_3lS07tMxuljtAZA,anonymous,EN,,,,Frameworks,Libraries,Packages,,Data science,,Web-related,,,,Business & productivity applications,,,,,,,Scientific research,Software infrastructure,,,,,3 - Some of them,,,,,,3 - Some of them,,,,Automated metrics (e.g. GitHub Contributors),Project membership (e.g. GitHub Organizations),"Project documentation (e.g. acknowledgements lists, release notes)",,,,,,,,,,3 - Neither satisfied nor dissatisfied,,,,,,4 - Often,,,,,3 - Sometimes,,,,,,3 - Sometimes,,,,,,3 - Neither satisfied nor dissatisfied,,,,,3 - Moderately important,,,,,,1,2,3,4
2022-02-01 19:09:12,2022-02-01 19:43:13,IP Address,100,2041,True,2022-02-01 19:43:14,R_3rU8CJ8fJM9FcCG,anonymous,EN,,,,Frameworks,,Packages,Applications,,,Web-related,,,,,,Content management,,,,Publishing,,,Something else,Design,,,,,5 - All of them,,,,3 - Some of them,,,,Automated metrics (e.g. GitHub Contributors),,"Project documentation (e.g. acknowledgements lists, release notes)",,,,,,,,,2 - Dissatisfied,,,,,,,4 - Often,,,,,,4 - Often,,,,,3 - Sometimes,,,,1 - Extremely dissatisfied,,,,,1 - Not at all important,,,,,"This is a difficult topic. The best situation is when the project is open to accept different methods of giving credit. For example, when in the past you needed 2 commits (in code) to get funds for a hackfest, now you can get funds even if you're not a programmer and you contribute with marketing skills, community management etc. The most reliable metrics are stored in the memory of people who constantly hand out and know what's happening. If they drop out, so does a lot of project value/knowledge/processes, and past credit they observed of other people.","Counting tasks or git issues, can be super misleading. People can comment on an Issue and get credit just for participating, which should be appreciated. But there is no good solution for people who spend several hours writing an Issue or an Issue comment. Time spent on a task is not considered, nor are skill levels. Often programming/coding is seen as the only valid contribution type, and everything else is seen as trimmings and less valuable. FOSS projects are usually badly lead, because they're lead by programmers, and they don't traditionally pick up much leadership skills. This lack of leadership skills causes invisible damage in missed contributions that were deterred by badly lead projects. Not having a strong central leadership ""the left hand not knowing what the right hand is doing"" is also a cause of frustration because a lot of contributed effort is wasted because larger tasks can't be finished without a wider collaboration.  ",I hope you consider the big picture and not only counting points.,1,4,3,2
2022-02-01 19:45:33,2022-02-01 19:47:35,IP Address,100,121,True,2022-02-01 19:47:35,R_2fHzXzaEDQKcZZ3,anonymous,EN,Hardware,Operating systems,,,Libraries,,,,,,,,,,,,,,,,,Software infrastructure,,,,,3 - Some of them,,,,,,3 - Some of them,,,,,,,,"Social media (e.g. Twitter, Facebook)","Blogs (e.g. Medium, personal websites)","Presentations (e.g. talks, conferences)",,,,,,,4 - Satisfied,,,,3 - Sometimes,,,,,,,4 - Often,,,,,3 - Sometimes,,,,,,,4 - Satisfied,,,,3 - Moderately important,,,,,,1,4,3,2
2022-02-01 21:17:58,2022-02-01 21:21:19,IP Address,100,201,True,2022-02-01 21:21:20,R_1et6MRs2tYnNfj7,anonymous,EN,,,,Frameworks,Libraries,Packages,,,,Web-related,,,,,,,,,,,,Software infrastructure,,,,,3 - Some of them,,,,,,,4 - Most of them,,,Automated metrics (e.g. GitHub Contributors),Project membership (e.g. GitHub Organizations),,,,,,,,,,,,4 - Satisfied,,,,,,,I'm not sure,,,,,,I'm not sure,,,,,,I'm not sure,,,3 - Neither satisfied nor dissatisfied,,,1 - Not at all important,,,,,,,,1,4,3,2
2022-02-01 21:27:48,2022-02-01 21:32:36,IP Address,100,288,True,2022-02-01 21:32:37,R_3g0G2DNHtzzSk2I,anonymous,EN,,,,,Libraries,Packages,,,,Web-related,,,,,,,,Entertainment,,,,,,,,2 - Few of them,,,,,,,,4 - Most of them,,,Automated metrics (e.g. GitHub Contributors),Project membership (e.g. GitHub Organizations),"Project documentation (e.g. acknowledgements lists, release notes)",,,,,,,,,,,4 - Satisfied,,,,,4 - Often,,,,,,4 - Often,,,,2 - Rarely,,,,,,,,4 - Satisfied,,,,,4 - Very important,,,,,1,4,3,2
2022-02-01 22:49:06,2022-02-01 23:05:23,IP Address,100,976,True,2022-02-01 23:05:23,R_8ABU6YPAw6OaMQ9,anonymous,EN,,Operating systems,Languages,,,,,,,,,,Browsers,,,,Education,,,,,,,,1 - None of them,,,,,,,2 - Few of them,,,,,,,,,"Social media (e.g. Twitter, Facebook)",,,,,,,,,4 - Satisfied,,,2 - Rarely,,,,,,,3 - Sometimes,,,,,,3 - Sometimes,,,,,,,4 - Satisfied,,,,,,5 - Extremely important,"On basis of accurate, efficiency and finishing the project on time.",Not completing the project on the given deadline .,,1,2,3,4
2022-02-02 02:59:13,2022-02-02 03:02:55,IP Address,100,221,True,2022-02-02 03:02:55,R_wMBCjpOgEUOaVYR,anonymous,EN,,,Languages,,Libraries,,,,,,,,,,,,,,,,,Software infrastructure,,,,,,4 - Most of them,,,,,3 - Some of them,,,,Automated metrics (e.g. GitHub Contributors),Project membership (e.g. GitHub Organizations),"Project documentation (e.g. acknowledgements lists, release notes)",,"Social media (e.g. Twitter, Facebook)",,,,,,,,,4 - Satisfied,,,,3 - Sometimes,,,,,,,4 - Often,,,,2 - Rarely,,,,,,,3 - Neither satisfied nor dissatisfied,,,,,,4 - Very important,,,,,1,4,3,2
2022-02-02 03:08:38,2022-02-02 03:14:33,IP Address,100,354,True,2022-02-02 03:14:33,R_2Xb5OVfThYjz2GH,anonymous,EN,,,,,Libraries,,,Data science,,,,,,,,,,,,,Scientific research,Software infrastructure,,,,,,4 - Most of them,,,,,3 - Some of them,,,,Automated metrics (e.g. GitHub Contributors),Project membership (e.g. GitHub Organizations),"Project documentation (e.g. acknowledgements lists, release notes)",,,,,,,,,,3 - Neither satisfied nor dissatisfied,,,,2 - Rarely,,,,,,,,4 - Often,,,,,,4 - Often,,,,2 - Dissatisfied,,,,,,,,5 - Extremely important,Automatic metrics are helping to make people contribute. We need more badges and things like this to motivate everyone. In the end I see more impact from this than anything else.,"GitHub is very impersonal and sometimes we ""forget"" to be gentle to each other. Also contributions are seen by a handful of people at most which makes contributions almost invisible.",,1,2,3,4
2022-02-02 04:07:55,2022-02-02 04:23:19,IP Address,100,924,True,2022-02-02 04:23:19,R_3IWhl2ru6QgrY6z,anonymous,EN,,,,,Libraries,,,Data science,,,Something else,"Resources about governance and documentation ",,,,,Education,,,Publishing,Scientific research,,Something else,"Data science amd statistical modelling ",,,,4 - Most of them,,,,,,4 - Most of them,,,Automated metrics (e.g. GitHub Contributors),Project membership (e.g. GitHub Organizations),,,"Social media (e.g. Twitter, Facebook)",,"Presentations (e.g. talks, conferences)",,,,,,,4 - Satisfied,,,,,4 - Often,,,,,3 - Sometimes,,,,1 - Never,,,,,,,,,4 - Satisfied,,,2 - Slightly important,,,,,"There are some tasks for which I have found it is very difficult to receive clear/standardized credit, for example mentoring or governance related work. With mentoring for example, credit (credit for being a good mentor is probably the one I value the most) often comes via a blog post on the mentees website which is generally hard or impossible to find by people looking to join the project and/or prospective mentees. ",,1,4,3,2
2022-02-01 15:22:13,2022-02-02 09:06:18,IP Address,100,63845,True,2022-02-02 09:06:18,R_2l6Orlvw54qYKpH,anonymous,EN,,,,,,,,,,Web-related,,,,,,Content management,,,,,,,,,1 - None of them,,,,,,1 - None of them,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 - Dissatisfied,,,,,,3 - Moderately important,,,"Everyone should get some credit for what they do, something where a potential employer could see the work accomplished.",There tends to be a few who garner all of the credit.,,,,,
2022-02-03 22:42:28,2022-02-03 22:44:44,IP Address,100,135,True,2022-02-03 22:44:44,R_30uw3odge9Id41s,anonymous,EN,,,,,,Packages,,Data science,,,,,,,,,,,,,Scientific research,,,,,,,4 - Most of them,,,,,,4 - Most of them,,,Automated metrics (e.g. GitHub Contributors),,"Project documentation (e.g. acknowledgements lists, release notes)",,"Social media (e.g. Twitter, Facebook)",,,,,,,,,,5 - Extremely satisfied,,,,4 - Often,,,,,,,5 - Always,,1 - Never,,,,,,,,,,5 - Extremely satisfied,,,3 - Moderately important,,,,,,1,4,3,2
2022-02-05 12:19:53,2022-02-05 12:21:40,IP Address,100,107,True,2022-02-05 12:21:41,R_24i3EkfTwzDwCDB,anonymous,EN,,,,Frameworks,,,,,Scripts,,,,Browsers,,Communication technologies,Content management,Education,,,,,Software infrastructure,,,,,,4 - Most of them,,,,,,4 - Most of them,,,Automated metrics (e.g. GitHub Contributors),,"Project documentation (e.g. acknowledgements lists, release notes)",,"Social media (e.g. Twitter, Facebook)","Blogs (e.g. Medium, personal websites)",,,,,,,,4 - Satisfied,,,,,4 - Often,,,,,,,5 - Always,,,2 - Rarely,,,,,,,,4 - Satisfied,,,,,,5 - Extremely important,,,,1,2,3,4
2022-02-05 17:25:50,2022-02-05 17:29:41,IP Address,100,230,True,2022-02-05 17:29:41,R_27g3FhvY8UFZZ8a,anonymous,EN,Hardware,,,,Libraries,Packages,Applications,,Scripts,Web-related,,,,Business & productivity applications,Communication technologies,Content management,Education,,,Publishing,,Software infrastructure,,,,,,4 - Most of them,,,,,,4 - Most of them,,,,,"Project documentation (e.g. acknowledgements lists, release notes)",,"Social media (e.g. Twitter, Facebook)","Blogs (e.g. Medium, personal websites)",,,,,,,,4 - Satisfied,,,,,4 - Often,,,,,,4 - Often,,,,,3 - Sometimes,,,,,,,4 - Satisfied,,,,3 - Moderately important,,,,,,1,2,3,4
2022-02-05 17:25:18,2022-02-05 17:30:14,IP Address,100,295,True,2022-02-05 17:30:14,R_1K0ZncgY8uKCx29,anonymous,EN,Hardware,,,,,,,,,,,,,Business & productivity applications,,,,,,,,,,,1 - None of them,,,,,,,2 - Few of them,,,,,,,,,,"Blogs (e.g. Medium, personal websites)",,,,,,,3 - Neither satisfied nor dissatisfied,,,,,3 - Sometimes,,,,,,,4 - Often,,,,,,4 - Often,,,,,,4 - Satisfied,,1 - Not at all important,,,,,"I do it because I want it, do not need credit.","I do it because I want it, do not need credit.",I do it because I like it and not because others need to like it.,1,4,3,2
2022-02-06 23:00:46,2022-02-06 23:06:05,IP Address,100,319,True,2022-02-06 23:06:05,R_1eQxISAo3M7hUpF,anonymous,EN,,Operating systems,,Frameworks,,,,,,Web-related,,,,,,Content management,,,,,Scientific research,Software infrastructure,,,,,3 - Some of them,,,,,,,4 - Most of them,,,Automated metrics (e.g. GitHub Contributors),,"Project documentation (e.g. acknowledgements lists, release notes)",,"Social media (e.g. Twitter, Facebook)",,"Presentations (e.g. talks, conferences)",,,,,,,4 - Satisfied,,,,,4 - Often,,,,,,4 - Often,,,,2 - Rarely,,,,,,,,,5 - Extremely satisfied,1 - Not at all important,,,,,"Credit systems that give credit for all types of work, such as design, project management, event organizing, etc.",Too much manual effort required to give credit. Difficult to find mentors through the credit system. Hard to see who is doing what work.,,1,4,3,2
2022-02-07 11:40:45,2022-02-07 11:42:21,IP Address,100,96,True,2022-02-07 11:42:22,R_3Rg7sc1C5mVQFgT,anonymous,EN,,Operating systems,Languages,,,Packages,,,,,,,,,,,,,,,,Software infrastructure,,,,,,,5 - All of them,,,,,,5 - All of them,,Automated metrics (e.g. GitHub Contributors),,"Project documentation (e.g. acknowledgements lists, release notes)","Standardized tools (e.g. All Contributors, CRediT)","Social media (e.g. Twitter, Facebook)","Blogs (e.g. Medium, personal websites)","Presentations (e.g. talks, conferences)",,,,,,,,5 - Extremely satisfied,,,,,5 - Always,,,,,,5 - Always,,,,,4 - Often,,,,,,,5 - Extremely satisfied,1 - Not at all important,,,,,,,,1,4,3,2
2022-02-08 05:30:46,2022-02-08 05:35:17,IP Address,100,270,True,2022-02-08 05:35:17,R_qW9XybqTbHEMPUR,anonymous,EN,,,,,,Packages,,,,,,,,,Communication technologies,,,,,,,Software infrastructure,,,,2 - Few of them,,,,,,2 - Few of them,,,,,,,,,,,,Something else,,Email,,,,4 - Satisfied,,,2 - Rarely,,,,,,,,4 - Often,,,,,,4 - Often,,,,,3 - Neither satisfied nor dissatisfied,,,,2 - Slightly important,,,,In public and generally visible for the world at large (so not buried in a Github PR),Buried in a Github PR,,1,2,3,4
2022-02-05 15:14:52,2022-02-09 15:19:26,IP Address,100,345874,True,2022-02-09 15:19:26,R_1eIBOXAu4ZGcUNn,anonymous,EN,Hardware,,,,Libraries,,Applications,,,,Something else,Firmware,Browsers,,,,,,,,,,Something else,Assistive Technologies,,2 - Few of them,,,,,,2 - Few of them,,,,,Automated metrics (e.g. GitHub Contributors),Project membership (e.g. GitHub Organizations),,,,,,,,,,,3 - Neither satisfied nor dissatisfied,,,,,,4 - Often,,,,,,4 - Often,,,,2 - Rarely,,,,,,,,4 - Satisfied,,,,,4 - Very important,,"Including the names of contributors in release notes, alongside an entry for their contribution. For example:
 * Improved documentation for running in a container [Jo Brown]",,"This survey seems oriented around significant projects, or at least projects with a level of organisation that involves many contributors, release managers, a dedicated website, etc. Many projects are smaller scale but still involve collaboration, such as a personal project that is published on GitHub and has a few people contributing PRs from time to time. I'd love to learn more about how credit can be improved in that situation.",1,4,3,2
2022-02-23 20:31:28,2022-02-23 20:34:26,IP Address,100,178,True,2022-02-23 20:34:26,R_ufYvMQYRjxOuYxP,anonymous,EN,,,Languages,Frameworks,Libraries,Packages,Applications,Data science,Scripts,,,,Browsers,,,,Education,Entertainment,,,,Software infrastructure,,,,,3 - Some of them,,,,,2 - Few of them,,,,,,,"Project documentation (e.g. acknowledgements lists, release notes)",,,,,,,,,,,4 - Satisfied,,,,3 - Sometimes,,,,,,3 - Sometimes,,,,,,3 - Sometimes,,,,,,,4 - Satisfied,,,,3 - Moderately important,,,Satanic Jesus From Hell,Satanic Jesus From Hell,Satanic Jesus From Hell,1,2,3,4
2022-02-24 13:05:05,2022-02-24 13:05:45,IP Address,100,40,True,2022-02-24 13:05:45,R_2yrw9WEpT9HgLIw,anonymous,EN,,Operating systems,,,,,,,,,,,,,Communication technologies,,,,,,,,,,,,3 - Some of them,,,,,2 - Few of them,,,,,,,,"Standardized tools (e.g. All Contributors, CRediT)",,,,,,,,2 - Dissatisfied,,,,,,3 - Sometimes,,,,,,,4 - Often,,,,2 - Rarely,,,,,,2 - Dissatisfied,,,,,,,4 - Very important,,,,,1,2,3,4
2022-02-26 14:12:31,2022-02-26 14:13:59,IP Address,100,88,True,2022-02-26 14:14:00,R_1E4od75uxCEmztr,anonymous,EN,,,,,,,,,,Web-related,,,,,,,,,,,,,,,,,3 - Some of them,,,,,,3 - Some of them,,,,,Project membership (e.g. GitHub Organizations),,"Standardized tools (e.g. All Contributors, CRediT)",,"Blogs (e.g. Medium, personal websites)","Presentations (e.g. talks, conferences)",,,,,,,4 - Satisfied,,,,,4 - Often,,,,,3 - Sometimes,,,,,2 - Rarely,,,,,,,3 - Neither satisfied nor dissatisfied,,,,2 - Slightly important,,,,,,,1,4,3,2
2022-03-08 07:39:54,2022-03-08 07:41:59,IP Address,100,124,True,2022-03-08 07:41:59,R_2EdgTfzCFdmGfYd,anonymous,EN,,,,,Libraries,,Applications,,,Web-related,,,,,,,,,,,,Software infrastructure,,,,2 - Few of them,,,,,,,3 - Some of them,,,,Automated metrics (e.g. GitHub Contributors),,,,"Social media (e.g. Twitter, Facebook)","Blogs (e.g. Medium, personal websites)","Presentations (e.g. talks, conferences)",,,,,,3 - Neither satisfied nor dissatisfied,,,,,3 - Sometimes,,,,,,,4 - Often,,,,2 - Rarely,,,,,,,3 - Neither satisfied nor dissatisfied,,,,2 - Slightly important,,,,,,,1,4,3,2
2022-05-19 02:11:43,2022-05-19 02:14:57,IP Address,100,194,True,2022-05-19 02:14:57,R_2dZs92rL8GimLbB,anonymous,EN,,,Languages,Frameworks,,,,,,,,,Browsers,Business & productivity applications,Communication technologies,,Education,Entertainment,,,Scientific research,Software infrastructure,,,,,3 - Some of them,,,,,,3 - Some of them,,,,Automated metrics (e.g. GitHub Contributors),,,,"Social media (e.g. Twitter, Facebook)","Blogs (e.g. Medium, personal websites)","Presentations (e.g. talks, conferences)",,,,,,,4 - Satisfied,,,,3 - Sometimes,,,,,,3 - Sometimes,,,,,,,4 - Often,,,,,3 - Neither satisfied nor dissatisfied,,,,,3 - Moderately important,,,,,,1,2,3,4
2022-05-19 03:38:32,2022-05-19 03:41:27,IP Address,100,175,True,2022-05-19 03:41:28,R_qxxR5i8aterpOlX,anonymous,EN,,,,Frameworks,Libraries,,,,,Web-related,,,,,,,,,,,,Software infrastructure,,,1 - None of them,,,,,,1 - None of them,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 - Dissatisfied,,,,,2 - Slightly important,,,,,,,,,,
2022-05-20 11:50:05,2022-05-20 11:51:47,IP Address,100,102,True,2022-05-20 11:51:48,R_31WwRCJ9dfd3fbw,anonymous,EN,,,Languages,,,,,,,Web-related,,,Browsers,,,,,,,,,,,,,,,4 - Most of them,,,,,,4 - Most of them,,,Automated metrics (e.g. GitHub Contributors),,,,"Social media (e.g. Twitter, Facebook)","Blogs (e.g. Medium, personal websites)",,,,,,,,4 - Satisfied,,,,,4 - Often,,,,,,,5 - Always,,1 - Never,,,,,,,,,4 - Satisfied,,,,,4 - Very important,,,,,1,4,3,2
2022-06-02 12:47:27,2022-06-02 12:49:16,IP Address,100,109,True,2022-06-02 12:49:16,R_2Qll2Ag09mmdqNm,anonymous,EN,,,Languages,,Libraries,Packages,,Data science,Scripts,,,,,Business & productivity applications,Communication technologies,Content management,Education,,,Publishing,Scientific research,Software infrastructure,,,,,3 - Some of them,,,,,,3 - Some of them,,,,Automated metrics (e.g. GitHub Contributors),Project membership (e.g. GitHub Organizations),"Project documentation (e.g. acknowledgements lists, release notes)","Standardized tools (e.g. All Contributors, CRediT)","Social media (e.g. Twitter, Facebook)","Blogs (e.g. Medium, personal websites)","Presentations (e.g. talks, conferences)",,,,,,,4 - Satisfied,,,,3 - Sometimes,,,,,,,4 - Often,,,,,3 - Sometimes,,,,,,,4 - Satisfied,,,,3 - Moderately important,,,"Individual, non-automated shout-outs worked best. ","Automated shoutouts weren't great. ",,1,4,3,2
2022-06-02 13:11:11,2022-06-02 13:16:00,IP Address,100,288,True,2022-06-02 13:16:00,R_3nPlLiWHnkJQrYG,anonymous,EN,,,,Frameworks,,,,,,,,,,,,,,,,,,Software infrastructure,,,,,,4 - Most of them,,,,,,4 - Most of them,,,Automated metrics (e.g. GitHub Contributors),,,,,,,,,,,2 - Dissatisfied,,,,,,3 - Sometimes,,,,,,3 - Sometimes,,,,,,3 - Sometimes,,,,,2 - Dissatisfied,,,,,,,4 - Very important,,"Credits were given on a class level, even for big, meaningful contributions.","Maintainers would take credit for things they hadn't done, and refrain to give any but bare credits and acknowledgement for other people's work.",,1,2,3,4
